id,name,time,utc_offset,group_id,venue_id,status
"194302742","SpaceBIT - first Cryptocurrency aimed to support Space exploration, by SpaceBit",1405096200000,3600000,8307582,21184702,"past"
"194126592","Convergathon on Open Data Control",1405173600000,3600000,12241672,,"past"
"191602002","July social!",1405360800000,3600000,12962072,1423018,"past"
"188849202","Twilio and get Bluemix'ed",1405443600000,3600000,14354522,17973542,"past"
"188291132","The OpenStack 4th Birthday BBQ",1405445400000,3600000,2036471,,"past"
"191374552","Neo4j Python Hackathon with py2neo's Nigel Small",1405445400000,3600000,1954021,18230022,"past"
"187907302","An introduction to Zero Defects",1405445400000,3600000,14769052,17636092,"past"
"187559872","MongoDB University Study Group London Meet up",1405526400000,3600000,1775736,14963152,"past"
"190226912","Open Source databases - mature and credible",1405528200000,3600000,15114942,17775212,"past"
"dfsnlhyskbvb","Django Coding Session",1405530000000,3600000,6662802,11591712,"past"
"192445532","Code, Learn, Geek Out",1405533600000,3600000,8467082,13401242,"past"
"194846582","48HR RAFFLE: 2 tickets to GeekOut UK - 16th October - Shoreditch, London",1405584000000,3600000,841735,1374221,"past"
"193146832","Devshop London - July (official)",1405618200000,3600000,6576382,21074242,"past"
"189309462","Ember London July Meetup",1405618200000,3600000,4062902,17199922,"past"
"pkshsyskbwb","Static Sites Can be the Solution (Simon Wood)",1405621800000,3600000,163876,1404354,"past"
"194304462","HackWimbledon 11.0 - ARMy Chips",1405764000000,3600000,13000842,14787042,"past"
"qlwhfjyskbcc","POSTPONED to Sept meetup - Open hardware demo",1405963800000,3600000,8796642,17300632,"past"
"178590472","Pentaho, ETL and Big Data",1406041200000,3600000,8513942,1236675,"past"
"193468982","Speaking Out: A workshop for public speaking in tech",1406049300000,3600000,841735,1040306,"past"
"184849502","Intro to Graphs",1406050200000,3600000,1954021,18230022,"past"
"186059012","DDD : Disney Driven Development w/ Melinda Seckington",1406050200000,3600000,11854362,12737932,"past"
"189671862","LVUG July",1406050200000,3600000,9660892,21302352,"past"
"193891092","Free Hazelcast Half Day Training  - MORNING SESSION",1406098800000,3600000,12928082,20666912,"past"
"193891342","Free Hazelcast Half Day Training  - AFTERNOON SESSION",1406116800000,3600000,12928082,20666912,"past"
"193984912","Midweek MEAN Stack Meetup",1406134800000,3600000,12794652,5588392,"past"
"193464262","Summertime and the job huntings easy...",1406136600000,3600000,3930852,,"past"
"192975122","Julia Packages - A guide to what's available and how to create them.",1406136600000,3600000,11309242,5588392,"past"
"194288152","Continuous Delivery",1406223000000,3600000,12393202,21182952,"past"
"191624922","London PM Technical Meeting",1406223000000,3600000,9314882,1347106,"past"
"190249182","Test Camp",1406365200000,3600000,14769052,17636092,"past"
"qqdjthyskblc","Smalltalk & JS",1406570400000,3600000,4381022,835790,"past"
"194309372","London Drupal Beer and Chat July 28th",1406570400000,3600000,1521989,683594,"past"
"196126992","Testing Servers like Software",1406655000000,3600000,8119202,5588392,"past"
"195957842","Please join us on Tuesday July 29th at Google Campus ",1406656800000,3600000,15841882,20619252,"past"
"dfsnlhyskbnc","Django Coding Session",1406739600000,3600000,6662802,11591712,"past"
"182492722","CiviCRM Meetup, London July 2014",1406739600000,3600000,8032532,16602622,"past"
"196558232","Tutorial: Scalable Real-time Analytics with Storm Trident (part 3)",1406741400000,3600000,7043922,13330882,"past"
"192357512","Real world Neo4j use cases",1406741400000,3600000,1954021,805913,"past"
"196996472","HackWimbledon 12.0: Open Hack Surgery",1406973600000,3600000,13000842,14787042,"past"
"196814902","Altcoin 6 month Anniversary Meetup",1407173400000,3600000,12720582,11675582,"past"
"195016072","PyDataLondon 3rd meetup",1407261600000,3600000,14064142,19768252,"past"
"196147142","Aug Meetup - Predictive Analytics",1407344400000,3600000,1820779,6591392,"past"
"180266112","Visualising Data - Andy Kirk",1407346200000,3600000,14078322,,"past"
"191587722","Intro to Graphs",1407346200000,3600000,1954021,18230022,"past"
"196949422","Java 8 Training - Free Spot Raffle",1407366000000,3600000,841735,1374221,"past"
"193733092","JBUG EVENT: Rule the World-Practical Rules & BPM Development with Eric Schabell",1407430800000,3600000,841735,1040306,"past"
"198885322","London Perl Mongers: August Social ",1407432600000,3600000,9314882,11362552,"past"
"198133932","PHP London August 2014",1407434400000,3600000,218194,716492,"past"
"194886132","Lambda Behave Hackday",1407574800000,3600000,841735,20641612,"past"
"192765052","The lesser known new features in Java 8",1407862800000,3600000,1114381,14244832,"past"
"196570712","Manage your clusters like you manage your machines",1407864600000,3600000,8119202,5588392,"past"
"192390682","Protractor with Julie Ralph",1407864600000,3600000,4557542,,"past"
"198996512","The Slow Fourier Transform and Audio Segmentation",1407864600000,3600000,5857932,7382392,"past"
"187288842","Retail Goes Mobile: iBeacons - Leeds",1407945600000,3600000,1114381,20485962,"past"
"dfsnlhyslbrb","Django Coding Session",1407949200000,3600000,6662802,11591712,"past"
"198423542","Testing in the MEAN stack & Responsive JavaScript",1407949200000,3600000,12794652,5588392,"past"
"196845702","Thoughts and Shouts of Professional Software Developers",1407950100000,3600000,841735,1040306,"past"
"196973312","Solving large problems with APIs",1407951000000,3600000,14387652,21438932,"past"
"195351062","such hacking / very code / wow",1407952800000,3600000,8467082,13401242,"past"
"187291242","Retail Goes Mobile: iBeacons - London",1408035600000,3600000,1114381,14244832,"past"
"199349912","Devshop London - Show & Tell",1408037400000,3600000,6576382,21074242,"past"
"191588182","Hands On Intro to Cypher - Neo4j's Query Language",1408037400000,3600000,1954021,18230022,"past"
"195642032","Ember London August Meetup",1408037400000,3600000,4062902,17199922,"past"
"199933452","HackWimbledon 13.0: Wireless without Wifi",1408183200000,3600000,13000842,14787042,"past"
"qskbckyslbqb","Drupal West London monthly meetup",1408471200000,3600000,15731852,1357346,"past"
"195236882","Git + Lightning Talks",1408555800000,3600000,11854362,5588392,"past"
"196855972","Lambda Behave & Tests Need Love Too",1408641300000,3600000,841735,1040306,"past"
"191587742","Intro to Graphs",1408642200000,3600000,1954021,18230022,"past"
"155913962","AngularJS London - August Meetup",1408644000000,3600000,4557542,,"past"
"pkshsyslbcc","Asset Redux - Front end performance on Rails",1408645800000,3600000,163876,1404354,"past"
"198134282","The Future of OpenRasta",1408728600000,3600000,16096102,,"past"
"201822822","Introduction - The Basis Structure of Empathy - Workshop",1409074200000,3600000,15456892,,"past"
"201825882","Ember London August Project Night",1409076000000,3600000,4062902,12123712,"past"
"dfsnlhyslbkc","Django Coding Session",1409158800000,3600000,6662802,11591712,"past"
"199368432","Importing Data into Neo4j: Strategies, Examples and Live Demos",1409160600000,3600000,1954021,805913,"past"
"198406602","The Java 8 Roadshow",1409246100000,3600000,841735,1040306,"past"
"194289772","High Scalability",1409248800000,3600000,12393202,19798562,"past"
"202672762","HackWimbledon 14.0 - Open hack day",1409392800000,3600000,13000842,14787042,"past"
"196135892","Big Data In Personalised Medicine - Gaurav Kaul",1409592600000,3600000,14078322,19725082,"past"
"qqdjthyslbhc","ESUG 2014 Roundup",1409594400000,3600000,4381022,835790,"past"
"201507442","PyDataLondon 4th Meetup - Data Mining for Good and High Performance Python",1409680800000,3600000,14064142,19768252,"past"
"196148322","Sept Meetup - Social Media Analytics",1409763600000,3600000,1820779,6591392,"past"
"191587872","Intro to Graphs",1409765400000,3600000,1954021,18230022,"past"
"183240642","London Spree Commerce User Group - part II",1409767200000,3600000,13369642,16637492,"past"
"199980942","London Perl Mongers: September Social",1409851800000,3600000,9314882,1121355,"past"
"199581562","Hands On Intro to Cypher - Neo4j's Query Language",1409851800000,3600000,1954021,18230022,"past"
"203206652","Infrastructure Automation for Windows",1409851800000,3600000,8119202,21668552,"past"
"204629732","PHP London September 2014",1409853600000,3600000,218194,716492,"past"
"205119512","48HR RAFFLE: 1x Ticket to Code Mesh Conference London - 3-5 November",1410033600000,3600000,841735,1374221,"past"
"204423942","Let's meet and discuss grand challenges",1410201900000,3600000,16669072,22203802,"past"
"202674682","Getting involved: London Ajax September Meetup",1410282000000,3600000,1640936,1040306,"past"
"204408022","Big-O Hands-on: Prolific Words",1410283800000,3600000,5857932,22110142,"past"
"201836542","Agile Architecture - The Art of Anti-Fragile",1410285600000,3600000,14769052,17636092,"past"
"200891592","Lightweight Virtualization with Linux Containers, Docker and Puppet",1410366600000,3600000,15114942,21793942,"past"
"dfsnlhysmbnb","Django Coding Session",1410368400000,3600000,6662802,11591712,"past"
"dfsnlhysmbnb","Django Coding Session",1410368400000,3600000,6662802,11591712,"past"
"203064992","Technical Interview Practice & Code Challenges",1410370200000,3600000,11854362,,"past"
"203661692","Summer chills? At least your job prospects look good",1410370200000,3600000,3930852,16637492,"past"
"205363262","48HR RAFFLE: 5x JAX London Tickets - 13th to 15th October",1410379200000,3600000,841735,1374221,"past"
"202284962","Re-designed - Re-engineered - Re-launched: Cortex V5 Launch",1410440400000,3600000,8515612,680180,"past"
"199009522","Ember London September Meetup",1410456600000,3600000,4062902,17199922,"past"
"195052192","Inaugural London Ansible meetup",1410456600000,3600000,15734842,18755392,"past"
"191508692","Team BetFair's Opensource Software & Traffic Spikes and Scaling in AWS",1410457500000,3600000,12963902,22181102,"past"
"206353692","48HR RAFFLE: Pair of Tickets - Span London 2014 - Oct 28th - Barbican Centre",1410561900000,3600000,841735,1374221,"past"
"dqxgdkysmbrb","Hack the Tower and Adopt Openjdk - September 2014 hack day",1410600600000,3600000,841735,21376342,"past"
"205767732","HackWimbledon 15.0 - Stick to the JavaScript",1410602400000,3600000,13000842,14787042,"past"
"202079832","Increase the benefits of data mining to society",1410800400000,3600000,12103862,21903932,"past"
"qlwhfjysmbtb","Open Hardware Demo - Share",1410802200000,3600000,8796642,,"past"
"dkrqlkysmbvb","Ruby Hacknight",1410886800000,3600000,10992402,16882762,"past"
"qskbckysmbvb","Drupal West London monthly meetup",1410888600000,3600000,15731852,18294822,"past"
"195482032","September meetup - Cloudant and developing on IBM Bluemix",1410973200000,3600000,14354522,17973542,"past"
"205121022","""Leaning on the two Ts"" Mani Sarkar, & ""Tests need love too"" Colin Vipurs",1410975000000,3600000,841735,22177322,"past"
"191587892","Intro to Graphs",1410975000000,3600000,1954021,18230022,"past"
"200768922","API Lightning Talks!",1410975000000,3600000,14387652,,"past"
"193886282","1: Couchbase and Hadoop. 2: Sub-millisecond response times with Couchbase.",1410975900000,3600000,8800982,1764941,"past"
"200687112","Adventures in F1 Data, State of the Pentaho market and the Bissol table editor",1411052400000,3600000,8513942,1236675,"past"
"195647142","Big Data & Analytics Meetup",1411059600000,3600000,3478142,8285102,"past"
"206623792","Devshop London - Show & Tell",1411061400000,3600000,6576382,21074242,"past"
"204620602","IO, IO, It's Off To Hack We Go",1411063200000,3600000,8467082,13401242,"past"
"pkshsysmbxb","Get Grulping with JavaScript Task Runners (Matt Gifford)",1411065000000,3600000,163876,1404354,"past"
"194285872","Perl Hackday",1411210800000,3600000,9314882,12503012,"past"
"204401202","Couchbase Server dev day",1411372800000,3600000,8800982,,"past"
"193878712","Intro to Hazelcast and Riak 2.0 overview",1411407000000,3600000,12962072,11629722,"past"
"194288372","Containers and Platforms",1411408800000,3600000,12393202,,"past"
"194308602","Neo4j Clojure Hackathon",1411493400000,3600000,1954021,18230022,"past"
"189315882","Clojure Session",1411493400000,3600000,11854362,17145432,"past"
"dfsnlhysmbgc","Django Coding Session",1411578000000,3600000,6662802,11591712,"past"
"201823042","Guest Speaker Jon Pither: Clojure in the Enterprise",1411579800000,3600000,16382752,21879322,"past"
"201850442","Impossible is Nothing by Jim Webber, Neo4j's Chief Scientist",1411579800000,3600000,1954021,805913,"past"
"207630082","Real-time Analytics using Indexed MapReduce",1411666200000,3600000,16212172,22529932,"past"
"203209682","Ember London September Project Night",1411668000000,3600000,4062902,22252202,"past"
"208399622","HackWimbledon 16.0 - Open for all",1411812000000,3600000,13000842,14787042,"past"
"205911882","Drupal Beer and Chat September 29th",1412013600000,3600000,1521989,683594,"past"
"qqdjthysmbmc","Smalltalk & Open Source ",1412013600000,3600000,4381022,835790,"past"
"197722172","LDNSE #11 : Test automation beyond checks",1412098200000,3600000,1508003,22693272,"past"
"203677112","Graph Modelling - Do's and Don'ts",1412098200000,3600000,1954021,18230022,"past"
"205117592","Acceptance testing with CucumberJS and Protractor",1412100000000,3600000,4557542,,"past"
"196812822","Network while discussing next gen tech for business.",1412100000000,3600000,15942602,,"past"
"209272242","Redis London - Sentinel Management & Dev Day ideas",1412184600000,3600000,1622934,,"past"
"208776902","Start Prepping For Halloween, Trick Or Treat Yourself To A New Job?",1412184600000,3600000,3930852,,"past"
"206622712","Introduction night / After-work drinks / Socialising",1412267400000,3600000,16916722,22446322,"past"
"201904712","First Awesome Meetup!",1412269200000,3600000,16489182,,"past"
"209990982","London Perl Mongers: October Social",1412271000000,3600000,9314882,1438218,"past"
"205129042","Apache Cassandra for Java Developers - Why, What & How - Johnny Miller",1412271000000,3600000,841735,6216252,"past"
"210189692","PHP London October 2014",1412272800000,3600000,218194,716492,"past"
"201748742","Space Town Hall - The Launch",1412616600000,3600000,8307582,6617232,"past"
"204625692","October 2014 Business of IoT Meetup",1412616600000,3600000,16745302,22197232,"past"
"206755322","Graphs for Enterprise Architects",1412703000000,3600000,1954021,18230022,"past"
"206993792","PyDataLondon 5th Meetup - Julia and Genetic Analysis",1412704800000,3600000,14064142,19768252,"past"
"210462082","Oct Meetup - Personalisation/Behavioural Targeting",1412787600000,3600000,1820779,6591392,"past"
"dfsnlhysnblb","Django Coding Session",1412787600000,3600000,6662802,11591712,"past"
"209179602","Exploring Exotic Patterns in Data - Professor Mark Whitehorn",1412788500000,3600000,14078322,19725082,"past"
"203285502","Intern 2; Debugging mobile websites; London Ajax October Meetup",1412874000000,3600000,1640936,1040306,"past"
"210795162","SaltStack latest",1412874000000,3600000,8119202,22673972,"past"
"205170132","Neo4j Python Hackathon with py2neo's Nigel Small",1412875800000,3600000,1954021,18230022,"past"
"209112962","GigaSpaces XAP & Storm Integration for Real-time Analytics",1412875800000,3600000,7043922,13330882,"past"
"207331382","Drupal Curry - West London",1412877600000,3600000,15731852,22393462,"past"
"211349702","HackWimbledon 17.0: Blinking Fun!",1413021600000,3600000,13000842,14787042,"past"
"202307612","Business Without  Boundaries 2014 - Park Plaza Westminster Bridge",1413291600000,3600000,16403562,6931892,"past"
"212170582","JAX London Community Night 2014",1413306000000,3600000,841735,7169472,"past"
"205168742","Intro to Graphs",1413307800000,3600000,1954021,18230022,"past"
"196135392","“Let’s have a lovely chat about forms” with @cjforms",1413307800000,3600000,11854362,13777182,"past"
"211510742","Optimal Flow, Birdsong, and Merkle Trees",1413307800000,3600000,5857932,7382392,"past"
"207839202","October London User Group Meeting",1413392400000,3600000,12928082,14060422,"past"
"207452792","Hands-on PaaS",1413392400000,3600000,14354522,17973542,"past"
"211925242","Big Data & Analytics Innovation Summit - Networking Drinks",1413475200000,3600000,3478142,20779532,"past"
"209636772","GeekOut UK Community Night",1413478800000,3600000,841735,21123582,"past"
"203008522","Ember London October Meetup",1413480600000,3600000,4062902,17199922,"past"
"pkshsysnbvb","How Cassandra Enables Today's Internet Enterprises (Plus FREE Pizza & Beer)",1413484200000,3600000,163876,1404354,"past"
"dqxgdkysnbpb","Hack the Tower and Adopt Openjdk - October 2014 hack day",1413624600000,3600000,841735,21376342,"past"
"qlwhfjysnbbc","Creative learning tools (Scratch, App Inventor & more)",1413826200000,3600000,8796642,,"past"
"193878892","Couchbase at BSkyB and Couchbase 3.0",1413826200000,3600000,12962072,17973542,"past"
"212605822","Couchbase at BSkyB and Couchbase 3.0",1413826200000,3600000,8800982,21123582,"past"
"djrxpkysnbcc","Ruby Hacknight",1413910800000,3600000,10992402,16882762,"past"
"209168002","Developer Sessions On Tour (Earls Court)",1413912600000,3600000,841735,22576462,"past"
"209205042","Graph Modelling - Do's and Don'ts",1413912600000,3600000,1954021,18230022,"past"
"212384392","Robustness and Technical Debt",1413914400000,3600000,12963902,22417522,"past"
"qskbckysnbcc","Drupal West London monthly meetup",1413914400000,3600000,15731852,10499892,"past"
"dfsnlhysnbdc","Django Coding Session",1413997200000,3600000,6662802,11591712,"past"
"210668992","Refactoring specifications - Presented by Mani Sarkar",1413998100000,3600000,841735,1040306,"past"
"202077772","Data Analytics Team Building in Practice",1413999000000,3600000,14078322,19725082,"past"
"210935142","Let's sparkle in a new job!",1413999000000,3600000,3930852,5588392,"past"
"210438982","Migrating your site to Drupal",1413999000000,3600000,13187962,18863282,"past"
"211757832","We Code Because We Must",1414000800000,3600000,8467082,13401242,"past"
"214740622","48HR RAFFLE: Two Tickets - MongoDB London - 6th November 2014",1414072800000,3600000,841735,1374221,"past"
"209169262","The Codeless Koan - Presented by Martijn Verburg",1414084500000,3600000,841735,1040306,"past"
"214429092","Geek Girls Carrots UK #2",1414087200000,3600000,15841882,23073402,"past"
"206804722","FullStack After Conference Event",1414167300000,3600000,1640936,22424772,"past"
"214334812","HackWimbledon 25/Oct - New flavour HackWimbledon",1414231200000,3600000,13000842,14787042,"past"
"214943082","Counterparty Asset Creation Meetup; Holborn, Penderel's oak pub table 33",1414434600000,0,12720582,11675582,"past"
"212392952","Data for Good in Bristol",1414434600000,0,7975692,22879642,"past"
"211712492","Drupal Beer and Chat October 27th",1414436400000,0,1521989,683594,"past"
"qqdjthysnbkc","Visualizing Data with Roassal",1414436400000,0,4381022,835790,"past"
"155913972","AngularJS London - Post ng-europe Special",1414436400000,0,4557542,,"past"
"204745612","Span conference",1414486800000,0,16463662,17973542,"past"
"202298062","Span: London conference about scaling",1414486800000,0,12962072,17973542,"past"
"207771562","Next #drivenbydata Summit Scheduled - Register Now!",1414499400000,0,12630522,13955372,"past"
"203459652","Pre-LPSF London meetup!",1414519200000,0,2243491,7772472,"past"
"210773472","Polyglot Persistence & Multi-Model NoSQL Databases - Michael Hackstein",1414521000000,0,841735,11824122,"past"
"212631122","Neo4j Java Hackathon",1414521000000,0,1954021,18230022,"past"
"211938052","Women in Data - Speaker Series",1414521000000,0,6166792,805913,"past"
"213322902","ShoreditchJS v0.0.4",1414522800000,0,17611242,17948492,"past"
"211261622","Seminar Invite: Managing The Explosion in Data Growth",1414573200000,0,15942602,22771922,"past"
"214522692","Introducing Futures: connect with UAL students & graduates interested in digital",1414605600000,0,17638322,23082922,"past"
"203881502","Graphs for routable road networks and web analytics",1414607400000,0,1954021,805913,"past"
"214923022","GlassFish Group:   'Testing Java EE Applications Using Arquillian & GlassFish'",1414692000000,0,841735,1040306,"past"
"209428502","Low latency open source software in Java",1414693800000,0,17203762,,"past"
"209742552","Lies, damn lies and operational metrics",1414693800000,0,12393202,21183272,"past"
"204859422","Ember London October Project Night",1414695600000,0,4062902,22252202,"past"
"213148362","Training: from prototype to product",1414746000000,0,6576382,12197842,"past"
"209494362","Building Fault-Tolerant Microservices - Presented by Christopher Batey",1415124900000,0,841735,1040306,"past"
"212940392","6th PyData Meetup",1415127600000,0,14064142,19768252,"past"
"212020622","MongoDB London Workshops ",1415178000000,0,1775736,22843572,"past"
"214265792","Kantara CIS WG & Open Notice: Open Meeting",1415188800000,0,12241672,16224832,"past"
"dfsnlhyspbhb","Django Coding Session",1415210400000,0,6662802,11591712,"past"
"214534582","November Analytics Meetup",1415210400000,0,1820779,6591392,"past"
"213803212","15th Machine Learning Meetup",1415214000000,0,2894492,15391322,"past"
"202377942","MongoDB London 2014",1415264400000,0,1775736,3743242,"past"
"215356342","**One Day Event** IBM DeveloperConnect 2014",1415264400000,0,841735,12512292,"past"
"203436722","November AwesomeAdmin Meetup",1415296800000,0,16489182,,"past"
"212413162","Worldwide Meteor Day - London",1415298600000,0,6576382,20600832,"past"
"214567422","Graph Modelling - Do's and Don'ts",1415298600000,0,1954021,18230022,"past"
"202353752","Words embedding, smart cars and storytelling with maps",1415298600000,0,16490722,7595422,"past"
"215364562","PHP London November 2014",1415300400000,0,218194,716492,"past"
"216422232","London.pm November Social Meeting",1415385000000,0,9314882,11103902,"past"
"213809112","Two Day Foundation Training in Nonviolent Communication",1415440800000,0,15456892,,"past"
"215672812","[Learn] DIY Orientation Thurster",1415442600000,0,8307582,21445782,"past"
"dqxgdkyspblb","Hack the Tower and Adopt Openjdk - November 2014 hack day",1415442600000,0,841735,21376342,"past"
"216764342","HackWimbledon 8/Nov: Trinketinkers",1415444400000,0,13000842,14787042,"past"
"213101272","Aino Corry - Retrospective Anti-Patterns",1415644200000,0,17527352,22947432,"past"
"216199602","LJC 2014 World Tour Mash Up",1415646000000,0,841735,21123582,"past"
"216552592","Intro to Machine Learning with Scikit-Learn",1415729700000,0,6166792,16225002,"past"
"216099452","GraphHack @ GraphDay: Analysing Git repositories in Neo4j",1415817000000,0,1954021,18230022,"past"
"211159972","The Future of Data Analysis",1415817000000,0,14353062,22761012,"past"
"210990152","24 Years Of The Web - And Time For A Job Change.",1415817000000,0,3930852,18690682,"past"
"211710612","November 2014 Business of IoT Meetup / Cambridge",1415818800000,0,16745302,18951172,"past"
"216804002","Come, Code!",1415818800000,0,8467082,13401242,"past"
"207575252","Neo4j Graph Day: How Neo4j powers business applications + free training",1415869200000,0,1954021,1347106,"past"
"211682262","Couchbase + Finance",1415899800000,0,16916722,23416352,"past"
"207424472","Data Enthusiasts, London",1415907000000,0,16936312,13484432,"past"
"218678892","48HR RAFFLE: 1 Ticket - Cassandra Summit Europe in London (3rd/4th Dec)",1416181500000,0,841735,1374221,"past"
"193878982","1: Snowplow Analytics. 2: Mobile NoSQL at Spraed",1416249000000,0,12962072,17973542,"past"
"193886412","How Spraed built an app on Couchbase Mobile",1416249000000,0,8800982,21123582,"past"
"dmrxpkyspbxb","Ruby Hacknight",1416333600000,0,10992402,16882762,"past"
"214512682","Networks, Data, Models and Statistical Learning in Julia",1416335400000,0,11309242,5588392,"past"
"215155852","Geospatial analysis and visualisations - Gora Sudindranath",1416335400000,0,14078322,17905002,"past"
"218219462","Developer Sessions On Tour (Farringdon)",1416335400000,0,841735,813778,"past"
"qskbckyspbxb","Drupal West London monthly meetup",1416337200000,0,15731852,10499892,"past"
"218247042","Deploy a 100 Node Cluster in Minutes and Performance Tuning",1416337200000,0,1775736,,"past"
"dfsnlhyspbzb","Django Coding Session",1416420000000,0,6662802,11591712,"past"
"218583559","Terraform.io: infrastructure as code",1416421800000,0,8119202,5588392,"past"
"218567172","Investigate the uncommon opportunities in Wimbledon",1416421800000,0,3930852,,"past"
"214970772","The latest from Kx, and Q Gems.",1416423600000,0,14210482,20145332,"past"
"214754692","Drupal Dinner : Pizza buffet & lightning talks @ Amici Miei",1416423600000,0,17766872,15599482,"past"
"212184062","Reactive Programming by Example - Presented by Peter Lawrey",1416507300000,0,841735,1040306,"past"
"206596312","Ember London November Meetup",1416508200000,0,4062902,17199922,"past"
"217314812","MeasureBowling",1416508200000,0,1820779,1556337,"past"
"218590299","ShoreditchJS v0.0.5",1416510000000,0,17611242,17948492,"past"
"pkshsyspbbc","Designing Hypermedia APIs (Camille Baldock)",1416511800000,0,163876,1404354,"past"
"218062842","PaaS - where is thy sting? (Open Hackday)",1416648600000,0,841735,21123582,"past"
"218723617","HackWimbledon 20 - Game On!",1416654000000,0,13000842,14787042,"past"
"218615295","16th Machine Learning Meetup",1416853800000,0,2894492,23473236,"past"
"218678816","Last Drupal Beer and Chat for 2014",1416855600000,0,1521989,683594,"past"
"qqdjthyspbgc","TBA",1416855600000,0,4381022,835790,"past"
"217355222","#FlashHacks: November",1417017600000,0,18037392,23419572,"past"
"218679344","Ansible November meetup",1417026600000,0,15734842,18755392,"past"
"211687042","Next gen tech for business & Networking",1417026600000,0,15942602,,"past"
"216088962","Jamie Dobson and Adrian Mouat on Docker - An Introduction and its uses",1417026600000,0,17527352,22947432,"past"
"218002792","Advanced Neo4j applications with the GraphAware Framework",1417028400000,0,1954021,805913,"past"
"214731402","Box.com demo night - chat, pizza & beer",1417107600000,0,16403562,23106062,"past"
"218732607","Flossie Festive Drinks",1417111200000,0,8796642,23473184,"past"
"217097332","Ember London November Project Night",1417114800000,0,4062902,22252202,"past"
"215362192","London Java Community Open Conference",1417249800000,0,841735,1432252,"past"
"213611702","Hack Day .. Let's get hands on & build something!",1417251600000,0,11854362,21634102,"past"
"218737076","HTML5, AngularJS, Groovy, Java, MongoDB altogether: What could possibly go wrong",1417458600000,0,841735,23484303,"past"
"178634722","#PCM14  and #PWorld14 Catch ups, building PDI Plugins and Apache OODT",1417543200000,0,8513942,1236675,"past"
"218736908","London OpenStack December Meeting",1417545000000,0,2036471,628729,"past"
"218025352","An introduction to Samza / In-stream analytics with Kinesis",1417546800000,0,11419992,17464152,"past"
"218596642","7th PyData Meetup at Lyst!",1417546800000,0,14064142,23471296,"past"
"218644504","London New Relic User Group event",1417626000000,0,17322322,1907181,"past"
"212631712","Drupal Christmas Drinks RSVP asap to avoid disappointment!",1417629600000,0,13187962,18863282,"past"
"213764502","Hyper-V virtualisation workshop",1417631400000,0,15942602,21861532,"past"
"218590257","Intro to Graphs",1417631400000,0,1954021,18230022,"past"
"216736142","Domain Driven Design & NoSQL - Michael Hackstein",1417631400000,0,841735,1040306,"past"
"217411692","Battle of the Configuration Management tools",1417631400000,0,12393202,23492022,"past"
"218753654","Sky Technology Talk - Guest Speaker Patrick McFadin",1417631400000,0,16382752,,"past"
"212384202","Resolution: Get A New Job For The New Year",1417631400000,0,3930852,22531792,"past"
"218003172","Neo4j Office Hours",1417687200000,0,1954021,18230022,"past"
"216098382","Rik Van Bruggen - Neo4j Recommendations",1417717800000,0,17527352,23508457,"past"
"218682943","London Perl Mongers: December social",1417717800000,0,9314882,11362552,"past"
"219006984","PHP London December 2014",1417719600000,0,218194,,"past"
"218927534","First Meetup at Brewdog Shepherds Bush",1417719600000,0,18207538,23502771,"past"
"218819096","Story telling for Hackers - Step 1",1417719600000,0,18204974,,"past"
"218965219","HackWimbledon #21 - It's the non-final countdown!",1417863600000,0,13000842,14787042,"past"
"155913992","AngularJS London - End of Year Party",1418065200000,0,4557542,,"past"
"155913992","AngularJS London - End of Year Party",1418065200000,0,4557542,,"past"
"218662899","Couchbase Mobile Developer Workshop (Android)",1418115600000,0,8800982,23477625,"past"
"218826091","Drupal Learning Meetup December",1418151600000,0,1643223,15937872,"past"
"219040466","The Role of Data Management in Risk Mitigation for Capital Markets - Breakfast",1418198400000,0,12630522,,"past"
"218940012","Docker Automation - Using Ansible and Puppet",1418234400000,0,15114942,21793942,"past"
"218801520","Women in Tech Event (Hosted by Apple Regent Street)",1418236200000,0,11854362,4343292,"past"
"203436882","December AwesomeAdmins",1418320800000,0,16489182,,"past"
"dqxgdkysqbrb","HackTheTower,Adopt Openjdk & Clojure workshop - December 2014 hack day",1418466600000,0,841735,21376342,"past"
"218669280","Internet of Things - our December Meetup",1418666400000,0,14354522,17973542,"past"
"219140137","Joint tech Xmas  bash",1418670000000,0,1640936,10972582,"past"
"dmrxpkysqbvb","Ruby Hacknight",1418752800000,0,10992402,16882762,"past"
"qskbckysqbvb","Drupal West London monthly meetup",1418756400000,0,15731852,10499892,"past"
"219150180","The Big Xmas [bash]#",1418756400000,0,218194,1023590,"past"
"218927741","#FlashHacks: December",1418835600000,0,18037392,23501835,"past"
"218973469","Hypergraphs and Logical Clocks",1418841000000,0,5857932,7382392,"past"
"219080746","Christmas Meteor Meetup",1418927400000,0,6576382,23513670,"past"
"219239181","HackWimbledon #22 - Robot Life",1419073200000,0,13000842,14787042,"past"
"qqdjthysqbmc","Cancelled - Enjoy Christmas",1419879600000,0,4381022,835790,"past"
"219103836","PyDataLondon New Yeartastic 8th Meetup",1420570800000,0,14064142,23471296,"past"
"219312228","The Decentralization Singularity - Stephan Tual",1420654500000,0,841735,1040306,"past"
"216103182","January 2015 Business of IoT Meetup, London",1420657200000,0,16745302,22197232,"past"
"219115426","High-Performance Messaging and Learning Quantum Mechanics",1420741800000,0,5857932,7382392,"past"
