eventId,topicId,times
204401202,58162,1
53215862,160268,3
53215862,1137362,2
xqmpqyqfbcb,148303,1
xqmpqyqfbcb,455,6
xqmpqyqfbcb,17703,3
219811293,17703,1
83983632,1137362,3
83983632,88327,4
83983632,33167,9
qkdbhlytjbvb,1475,1
13404590,189,7
13404590,71289,1
13404590,10834,1
13404590,15227,2
13404590,17703,3
13404590,190,6
pkshsyqfbtb,121802,3
pkshsyqfbtb,455,1
pkshsyqfbtb,17703,3
pkshsyqfbtb,58162,3
221820591,1162662,3
186837152,85,1
186837152,17703,1
186837152,480642,1
186837152,10575,1
186837152,18296,1
15741333,315331,2
15741333,19724,5
219955114,1475,1
114593272,21750,1
46411862,827,1
218954376,6490,1
218954376,1064,1
218954376,85,1
218954376,1431672,8
218954376,1470102,1
218954376,17703,2
218954376,1454542,4
218954376,480642,2
114027122,189,5
114027122,71289,1
114027122,21520,1
114027122,1097452,2
114027122,15227,1
114027122,17703,2
13960007,189,1
13960007,637872,4
152227472,1512,2
152227472,121802,14
152227472,2544,1
152227472,921432,1
152227472,89062,1
190249182,15580,1
190249182,10575,1
223836730,190,1
223836730,480642,2
223836730,405,6
223836730,1506522,2
7938395,57424,1
7938395,6490,1
7938395,17703,1
7938395,15166,1
126154012,17703,3
126154012,700652,5
71910602,17703,1
71910602,480642,5
71910602,71289,2
71910602,10575,1
71910602,1097452,1
181676642,179941,4
181676642,189,3
92433742,1475,1
xqmpqypnbjb,455,6
xqmpqypnbjb,17703,3
160387762,480642,1
160387762,626,1
160387762,10581,1
226103267,17703,4
224544706,1064,1
224544706,18296,1
173279842,20126,1
173279842,189,2
173279842,71289,1
173279842,58162,1
173279842,17936,1
173279842,121802,1
173279842,502772,1
173279842,179941,1
173279842,29661,1
62731462,17703,1
62731462,455,1
62731462,16390,2
223512172,6490,9
221910457,53518,1
221910457,1973,1
221910457,18296,1
72709572,6490,1
72709572,17703,1
72709572,168154,2
72709572,10575,1
107692102,10579,1
107692102,480642,3
107692102,17703,1
117330922,189,6
23236221,53518,1
23236221,101961,1
23236221,827,1
23236221,17703,1
23236221,7029,4
13738195,827,1
13738195,189,1
13738195,1737,3
194314572,17703,2
194314572,16390,1
194314572,140943,7
194314572,56729,1
222763763,1475,1
222763763,17703,1
222763763,502772,1
219837454,85,1
219837454,1097452,1
219837454,1470102,1
219837454,21750,1
219837454,17703,2
219837454,18296,3
xqmpqyqnbgb,455,6
xqmpqyqnbgb,17703,3
36843272,112355,1
36843272,85,1
36843272,15038,1
36843272,17703,5
80057602,2544,1
80057602,17703,2
80057602,189,6
pkshsyqlbvb,189,1
pkshsyqlbvb,455,2
pkshsyqlbvb,1040,1
pkshsyqlbvb,637872,2
122044012,480642,1
122044012,17703,1
122044012,85,1
15696105,6490,1
15696105,189,4
15696105,43599,1
15696105,27921,1
15696105,18296,1
15696105,2544,1
7285570,160268,1
7285570,455,6
7285570,17703,3
pkshsysjbzb,114656,1
pkshsysjbzb,17703,3
pkshsysjbzb,78565,1
pkshsysjbzb,1973,2
219345871,19724,1
219345871,18718,2
222321180,17703,2
222321180,56729,1
222321180,1097452,1
197507432,190,3
197507432,17703,1
197507432,1737,1
197507432,10575,1
68982242,17703,1
219979474,179941,1
225417661,17936,1
225417661,85,3
225417661,1505112,1
225417661,22791,5
225417661,17703,2
225417661,148578,1
225417661,480642,5
212599882,10834,1
212599882,15038,1
65457982,21750,1
65457982,6490,1
65457982,17703,1
65457982,77842,4
85090772,6490,1
85090772,15038,1
224368999,1475,1
224368999,6490,1
224368999,17703,2
183012402,20126,9
183012402,189,2
183012402,21520,9
212384202,7029,1
212384202,189,2
212384202,1327,1
212384202,152026,1
212384202,827,1
212384202,87614,1
212384202,6490,1
212384202,10043,1
212384202,455,1
212384202,480642,1
212384202,43887,1
dfsnlhyskbvb,17703,1
dfsnlhyskbvb,1097452,1
dfsnlhyskbvb,10553,4
58868782,21067,1
94472242,112355,1
94472242,17703,1
92601682,1417742,1
219979786,1475,1
221711987,61682,1
221711987,10834,1
221711987,18060,4
221711987,61679,1
221711987,17703,3
221711987,190,2
221711987,360491,1
pkshsysfbbc,1040,2
pkshsysfbbc,7029,1
pkshsysfbbc,17703,2
pkshsysfbbc,455,1
226176212,80749,4
226176212,1097452,1
226176212,1506438,7
226176212,17703,1
226176212,1737,1
226176212,77842,1
75002142,1064,1
75002142,10553,1
131489712,20126,1
131489712,21520,1
131489712,189,1
131489712,56729,1
qcdzpcyqgbxb,121802,2
qcdzpcyqgbxb,17703,2
224042728,10358,4
224042728,36229,1
224042728,17703,1
160139082,1162662,8
160139082,19724,1
160139082,106382,3
160139082,1097452,1
160139082,58162,2
214265792,502772,1
214265792,187,1
214265792,26938,1
70786372,148578,1
70786372,17703,1
70786372,104961,3
dxnqnfyrgbfb,17703,1
dxnqnfyrgbfb,1097452,1
dxnqnfyrgbfb,10553,5
223638059,1238,1
223638059,1589,1
223638059,89062,1
226254219,835,4
226254219,17703,1
226254219,10581,2
219395941,1475,1
97658192,61682,2
97658192,18060,2
97658192,61679,1
97658192,27591,1
97658192,1475,1
97658192,33167,1
97658192,190,4
97658192,61680,2
97658192,480642,1
224871419,502772,4
9929977,20126,9
9929977,189,8
9929977,124314,1
9929977,85,1
9929977,1064,2
9929977,1040,1
212184062,189,1
212184062,26906,1
212184062,17703,1
212184062,1097452,2
14363729,6490,1
14363729,80749,1
14363729,7029,2
14363729,21750,1
14363729,53518,1
14363729,78565,15
14363724,10043,1
14363724,189,1
14363724,637872,2
224422193,480642,1
227058372,17703,1
227058372,88170,1
203237742,1064,2
203237742,22467,3
48299212,6490,1
220453478,17703,2
220453478,1431672,7
115130042,17703,1
115130042,189,2
mrmpdlyvjbnc,39012,1
10601759,190,1
10601759,189,2
10601759,17703,2
10601759,15227,2
dtbmqdyrdbkb,58162,3
dtbmqdyrdbkb,1162662,8
dtbmqdyrdbkb,10464,1
dtbmqdyrdbkb,17703,3
dtbmqdyrdbkb,190,1
dtbmqdyrdbkb,455,10
105322672,1737,2
100830572,17703,1
120117952,480642,2
120117952,1470102,1
222368730,17703,1
222368730,15227,1
qvffxkytlbwb,85,1
qvffxkytlbwb,480642,2
224555822,480642,1
224555822,17703,1
224555822,56729,1
224555822,1500742,11
223037378,141740,1
223037378,21123,2
223037378,1162902,1
223037378,17703,1
223037378,502772,1
221724935,10834,1
221724935,17703,1
qmlcpdyqpbsb,121802,2
qmlcpdyqpbsb,17703,3
219612547,455,8
219612547,17703,5
dndfrkysqbfc,39012,2
140308872,85,2
140308872,18060,3
140308872,89062,3
140308872,17703,1
140308872,18296,1
140308872,190,5
140308872,480642,2
222392551,700652,2
221132529,189,1
221132529,1475,1
221132529,17703,3
225087946,17703,1
218999854,189,1
218999854,1040,1
218999854,17703,4
225537173,17703,2
15327224,17703,1
210935142,1040,1
210935142,455,1
210935142,189,3
210935142,87614,1
109714302,160268,2
109714302,1137362,2
219878924,480642,1
222157424,17703,1
mrmpdlyvlbxb,39012,1
17024328,106382,1
190955192,134115,1
190955192,1954,1
225239220,10581,1
179750122,7029,3
179750122,17936,5
220967512,17703,1
220967512,10470,1
43419792,10043,2
15654752,17703,1
15654752,106382,4
dxnqnfyrlbsb,17703,1
dxnqnfyrlbsb,1097452,1
dxnqnfyrlbsb,10553,4
219877671,6490,2
219877671,1500742,6
219877671,17703,1
219877671,1486432,3
219877671,188,1
219877671,1504752,1
134723192,1097452,1
207326092,58162,2
207326092,17936,3
207326092,1097452,1
207326092,18060,1
207326092,17703,1
207326092,190,7
207326092,77842,11
189317822,1393422,2
189317822,502772,1
103404762,17703,1
103404762,921432,1
126924522,58162,1
126924522,77379,1
126924522,18060,1
126924522,89062,1
126924522,17703,4
126924522,77842,14
107492142,1064,3
107492142,179941,1
107492142,10553,2
qskbckytcbbc,10358,4
qskbckytcbbc,36229,1
qskbckytcbbc,17703,1
125506052,1162662,9
125506052,17703,1
125506052,58162,1
qzgfvcyqjbkc,1238,1
qzgfvcyqjbkc,149894,1
qzgfvcyqjbkc,10575,1
qzgfvcyqjbkc,833952,1
221725666,17703,1
221725666,80749,2
190912762,17703,1
190912762,139517,1
221077187,189,2
221077187,22467,6
221077187,888662,1
221077187,17936,2
221077187,1064,8
221077187,1431672,4
221077187,1470102,1
221077187,10361,1
221077187,480642,2
114851422,1475,2
114851422,17703,4
114851422,1097452,1
114851422,43887,2
rqjsdlytfbkb,6490,1
rqjsdlytfbkb,139517,1
173263912,88950,1
173263912,78565,1
173263912,1973,1
150493452,1040,1
150493452,1097452,1
191374552,1064,3
191374552,179941,4
54017712,17936,7
127920032,17703,1
127920032,1097452,1
86070782,190,2
86070782,17703,2
86070782,18060,1
86070782,58162,1
86070782,77842,9
86356552,121802,2
225375057,480642,2
221722469,10834,1
226212326,1064,1
226212326,18296,1
dqnltcyrcbvb,17703,2
162128422,187,1
187288842,160268,1
187288842,7029,1
187288842,106382,2
187288842,21750,1
187288842,17703,1
187288842,188,1
187288842,19724,2
187288842,10579,1
223737980,10358,2
223737980,1475,2
223737980,17703,1
dtbmqdyrmbhb,16225,1
dtbmqdyrmbhb,10834,1
dtbmqdyrmbhb,77379,1
dtbmqdyrmbhb,21750,1
dtbmqdyrmbhb,17703,3
dtbmqdyrmbhb,1238,1
dtbmqdyrmbhb,190,1
dtbmqdyrmbhb,455,8
184849502,179941,1
117215542,18424,1
tmtcglytfbmc,6490,1
tmtcglytfbmc,139517,1
113840622,1737,1
217791892,189,1
217791892,18060,14
217791892,82132,1
217791892,89062,1
217791892,615662,1
217791892,17703,1
217791892,61679,5
217791892,10581,2
217791892,190,12
217791892,360491,5
217791892,480642,2
217791892,126345,2
217791892,77842,1
184561572,1064,1
184561572,1504699,6
184561572,29661,1
184561572,827,1
219291853,17703,1
17383178,17703,2
17383178,15227,1
17539860,17936,4
224382123,10834,2
224382123,7029,1
224382123,53518,1
224382123,1506522,1
224382123,15038,1
224382123,480642,2
224382123,1973,1
223424891,1064,5
223424891,10834,1
223424891,15038,1
223424891,18296,1
225183594,1238,3
225183594,17703,1
225183594,10575,1
102334762,17703,2
tmtcglytlbdb,6490,1
tmtcglytlbdb,139517,1
46431002,72187,2
46431002,7029,2
46431002,17703,1
46431002,78565,2
212269332,1475,2
212269332,18368,1
212269332,17703,1
8766962,17703,2
8766962,56729,1
8766962,10575,1
164659702,1459252,1
113807672,17703,1
113807672,480642,2
113807672,10581,2
226399944,10575,2
226399944,10358,1
226399944,827,1
226399944,87614,1
226399944,89062,1
226399944,1954,1
226399944,10579,1
kjphnynhbbc,6490,1
kjphnynhbbc,17703,3
225941840,22467,1
225941840,888662,1
225941840,1064,5
225941840,24120,1
225941840,1097452,1
225941840,1431672,1
225941840,17703,1
225941840,10579,1
147610162,17703,2
147610162,15227,3
147610162,789,3
194126592,480642,2
12879293,10834,1
12879293,10579,1
12879293,1973,1
14340784,1040,1
14340784,7029,1
14340784,17703,1
164089002,17703,1
100794462,16390,2
pkshsyqjbcc,15038,2
pkshsyqjbcc,17703,1
226534198,1064,1
226534198,140943,6
226534198,87614,4
226534198,1097452,1
226534198,160268,2
226534198,1137362,1
226534198,88327,1
183002102,17936,9
132541952,10579,1
132541952,1454542,5
132541952,17703,2
132541952,1097452,1
219831924,17703,6
39467602,106382,2
39467602,19724,1
39467602,17703,1
223303838,1064,2
223303838,888662,1
223303838,480642,2
223303838,22467,2
223303838,18296,3
209742552,84070,2
209742552,87614,1
4709866,17703,1
8131425,17703,1
mrmpdlytqbnb,39012,1
200204472,89062,1
200204472,26906,1
5979217,455,7
5979217,17703,3
146834502,61682,1
146834502,6490,2
146834502,700652,1
146834502,18060,15
146834502,61679,1
146834502,27591,2
146834502,89062,2
146834502,17703,1
146834502,33167,5
146834502,190,3
146834502,61680,1
146834502,1470102,1
146834502,480642,5
146834502,21591,1
146834502,126345,4
56188132,189,1
56188132,17703,3
56188132,339691,4
56188132,15227,1
9457240,17703,4
9457240,189,5
9457240,15227,4
qnnlwhyskbvb,39012,2
220026565,10043,2
220026565,17703,3
221706587,179941,2
221706587,17703,1
pwndqypnbxb,189,1
pwndqypnbxb,17703,3
pwndqypnbxb,15227,1
14026904,480642,1
14026904,25551,2
14026904,189,2
14026904,82132,1
215918422,56729,1
215918422,87614,1
215918422,57424,1
215918422,15166,1
215918422,939612,1
215918422,1137362,1
215918422,179941,1
215918422,1454542,8
215918422,1504752,2
9467258,40788,2
9467258,7029,9
210452352,17703,1
210452352,139517,1
225228579,10834,1
225228579,87614,2
225228579,56729,1
225228579,637872,1
225228579,17703,1
225228579,1454542,3
225228579,93380,1
167478692,17703,1
167478692,18424,1
167478692,189,4
167478692,1097452,2
167478692,22467,1
mrmpdlyvdbhc,39012,1
222889092,15121,1
222889092,17703,2
222889092,22467,1
222889092,42294,2
221807487,480642,2
221807487,1505112,10
221807487,10579,1
221807487,1737,1
220321985,1505112,1
220321985,1484812,2
220321985,39012,1
174115122,121802,3
174115122,17703,3
74012772,7029,1
218910553,1506609,1
218910553,480642,2
218910553,1506608,2
218910553,81917,2
tmtcglytqbjb,6490,1
tmtcglytqbjb,139517,1
14004477,10581,1
224824073,1137362,1
10362587,455,7
10362587,17703,3
11571838,20126,4
11571838,189,3
222784196,160268,1
7361468,190,1
7361468,189,9
115317302,189,2
115317302,10575,1
115317302,85,1
115317302,1475,1
115317302,111155,1
115317302,17703,3
115317302,10579,1
191588182,179941,3
212369472,95165,1
212369472,189,1
212369472,71289,1
212369472,21750,2
212369472,7848,1
212369472,10579,2
225007111,10579,2
122172812,16,1
122172812,6490,1
122172812,18718,1
122172812,71289,2
122172812,10575,1
122172812,61638,1
122172812,682,1
122172812,56729,2
122172812,93380,2
122172812,89062,1
122172812,21750,1
122172812,17703,1
122172812,1568,1
122172812,480642,10
122172812,88327,1
122172812,149894,1
225035344,58162,1
225035344,10834,1
225035344,1505112,1
225035344,1097452,2
225035344,17703,1
225035344,1954,2
225035344,360491,1
225035344,480642,4
225035344,77842,8
206990972,179941,2
225555064,879262,1
225555064,1504699,3
225555064,88170,1
225555064,87614,1
225555064,18296,1
55022822,20126,1
55022822,21520,1
55022822,502772,1
167297462,1737,2
14320804,88327,1
203881502,89062,5
203881502,179941,2
223122302,89062,1
183011412,10043,8
16131595,1019212,1
16131595,490192,1
wskbflytgbcb,187,1
wskbflytgbcb,17703,2
218753654,190,2
218753654,10579,3
218753654,77842,4
223342546,160268,3
223342546,17703,1
223342546,6490,1
223342546,1040,9
223342546,16739,1
127971072,19724,6
127971072,17703,3
11677002,17703,1
11677002,189,8
11677002,71289,1
11677002,15227,1
74662672,17936,3
dfbnvhyskbzb,85,3
dfbnvhyskbzb,480642,3
220851944,17703,1
220851944,39012,2
221261404,18718,2
221261404,1486092,1
176009952,179941,3
124677312,17703,1
5239653,455,7
5239653,17703,4
186715922,1512,1
186715922,80749,1
186715922,10358,1
186715922,21750,1
186715922,17703,4
186715922,1737,1
186715922,455,10
dscngjyshbcc,7029,1
dscngjyshbcc,17703,1
dscngjyshbcc,6490,1
110144682,480642,1
110144682,134115,1
5402290,17703,1
193878892,1162662,6
193878892,17703,1
109035762,2544,4
109035762,10579,1
109035762,1475,1
109035762,480642,3
109035762,58162,1
222398009,17703,1
222398009,21123,2
222398009,17921,1
222398009,19724,1
222398009,1097452,2
brcpjlytkbmc,17703,3
brcpjlytkbmc,188,3
10535207,17703,1
10535207,189,4
10535207,17936,8
149729732,85,1
149729732,53518,1
149729732,17703,5
149729732,1737,1
149729732,1973,7
214532452,53518,1
214532452,1973,1
214532452,18296,1
220437206,89062,1
220437206,33167,1
220437206,1137362,2
220437206,61680,1
220437206,480642,1
220437206,88327,2
220602962,480642,1
220602962,18060,3
224304060,89062,1
224304060,1238,2
224304060,17703,2
224304060,10579,1
224304060,10581,1
221255143,1475,1
221255143,17703,2
221255143,502772,2
51124712,455,8
51124712,17703,3
226492998,6490,1
226492998,10553,6
225464753,480642,1
88356052,6490,2
88356052,17703,1
88356052,97776,1
88356052,80749,1
116173952,189,1
116173952,17703,4
116173952,15227,1
pkshsyrpbcc,1973,2
107728752,17703,2
107728752,6490,1
107728752,480642,3
107728752,89062,1
qdcfrkysmbnc,39012,2
221123148,179941,2
221123148,1475,1
221123148,10579,1
221123148,10834,1
13111960,1064,1
13111960,1040,1
13111960,112355,1
13111960,17703,1
137908902,37339,2
137908902,3737,1
tskbflyvhbgb,187,1
170441862,142180,4
170441862,17703,1
217411692,1434182,2
217411692,87614,2
217411692,56729,1
161779482,17703,3
161779482,114656,3
161779482,78565,2
218662029,36026,1
218662029,10834,1
218662029,189,1
218662029,17703,1
220575463,10358,3
220575463,1475,2
220575463,17703,2
223422851,58162,1
223422851,1162662,2
223422851,10834,1
223422851,17703,1
223422851,190,1
223422851,360491,1
213101272,10834,2
73860782,879262,1
73860782,16390,3
xxgrjlyvhbzb,17703,2
220122356,1737,2
220122356,1097452,1
211710612,1505112,3
211710612,10575,2
221322545,80749,2
219585496,10579,1
219585496,1454542,1
219585496,1504751,1
219585496,17703,1
219585496,89062,1
tmtcglytmbrb,6490,1
tmtcglytmbrb,139517,1
152974982,480642,1
152974982,111155,1
152974982,17703,1
184007902,17703,2
15654659,189,1
15654659,88950,1
15654659,114656,1
15654659,53518,1
15654659,19724,5
15654659,1973,1
tmtcglytkbzb,6490,1
tmtcglytkbzb,139517,1
140892492,17703,1
140892492,58162,6
220630203,6490,5
220630203,17703,1
dmrxpkytlbxb,1040,2
dmrxpkytlbxb,1097452,1
17637071,6490,1
17637071,71289,1
17637071,88950,1
17637071,7029,1
17637071,1097452,1
17637071,15038,1
17637071,78565,1
17637071,17703,4
15610742,84070,1
15610742,189,2
15610742,1737,1
qkpmpypkbjc,29661,2
qkpmpypkbjc,17703,2
182841122,1064,2
23678131,18060,2
102480852,85,2
102480852,10043,1
102480852,82132,1
102480852,1470102,1
102480852,89062,1
102480852,1475,1
102480852,480642,4
226880719,89062,1
226880719,57424,1
226880719,10579,1
226880719,17703,2
226880719,10581,1
11627006,17703,1
223410908,10579,2
223410908,17703,1
223410908,179941,1
90327962,253331,1
90327962,144841,6
137909292,7029,3
219644023,10043,5
dmrxpkyvfbtb,1040,2
dmrxpkyvfbtb,1097452,1
163657722,22467,1
163657722,10575,1
163657722,85,2
163657722,17703,1
163657722,26906,1
163657722,480642,4
223337240,10575,1
223337240,89062,1
223337240,18296,3
223337240,1137362,6
223337240,480642,3
223337240,88327,5
223337240,126345,1
qvffxkytjblb,85,1
qvffxkytjblb,480642,2
74661862,58162,1
74661862,17936,6
159833852,160268,1
159833852,85,3
159833852,1431672,9
159833852,17703,1
159833852,188,1
159833852,480642,3
191624922,1237512,1
191624922,17703,2
191624922,939612,1
191624922,835,2
178523212,17703,3
178523212,502772,1
222785163,56729,1
222785163,637872,1
222785163,17703,1
222785163,148303,1
222785163,93380,1
222785163,480642,2
220345202,16225,1
220345202,480642,1
55040142,827,2
225365799,71289,7
225365799,21067,1
225365799,16,1
225365799,87614,6
225365799,1954,1
225365799,56729,1
225943435,17703,1
226396256,87614,3
220247785,1475,1
149447122,1454542,4
27190311,114656,1
27190311,17703,2
118603282,17703,1
qrztxkytcbpc,139517,2
225809038,480642,1
225809038,18296,1
225809038,139340,1
219743073,480642,2
cdldnyppbmc,17703,1
90495272,17703,2
90495272,339691,1
223959692,89062,1
16699650,17703,3
16699650,480642,4
16699650,1097452,1
182831422,17703,1
11587369,190,1
11587369,17703,1
11587369,56729,1
222392306,17703,1
79704052,16390,3
cdldnyqfbkc,17703,1
225867462,480642,1
225867462,10842,1
73526152,21123,1
73526152,187,1
23805511,1040,1
23805511,189,1
23805511,17936,14
222156869,18424,1
222156869,480642,1
189071492,10575,1
189071492,10553,2
54008392,112355,1
54008392,17703,4
9987072,17703,1
9987072,189,2
9987072,18296,1
221678825,10834,1
221678825,15038,1
36959042,7029,1
36959042,78565,8
36959042,80749,1
5313772,455,7
5313772,17703,4
120822882,6490,4
120822882,1506856,4
120822882,10834,1
120822882,24120,1
120822882,18060,9
120822882,82132,1
120822882,27591,3
120822882,190,4
120822882,21750,1
120822882,17703,2
120822882,61679,11
120822882,2544,1
120822882,33876,1
120822882,1470102,1
120822882,480642,1
dmrxpkyvlbvb,1040,2
dmrxpkyvlbvb,1097452,1
xqmpqyqlbdb,480642,1
xqmpqyqlbdb,455,6
xqmpqyqlbdb,17703,5
qfkkhdyqmbzb,121802,2
qfkkhdyqmbzb,17703,3
ddkwxhyshbzb,17703,1
ddkwxhyshbzb,1097452,1
219049994,10553,1
12826294,190,1
12826294,71289,1
wskbflyvjbcb,187,1
wskbflyvjbcb,17703,2
225447811,60209,1
225447811,17703,1
225447811,82132,2
qvffxkytmblc,85,1
qvffxkytmblc,480642,2
101065862,26906,3
101065862,17703,2
142980862,17703,1
195467192,10575,1
138309612,1512,1
138309612,189,5
138309612,29661,14
138309612,17703,4
15528350,17936,7
brcpjlytnbcc,17703,3
brcpjlytnbcc,188,3
22981731,1064,4
222965597,1097452,2
222965597,502772,1
53045742,480642,5
53045742,27591,3
53045742,58162,2
53045742,18060,2
qkdbhlyvfbmc,1475,1
89775692,1064,1
89775692,10553,3
9933298,17703,1
223196765,89,1
223196765,84070,1
223196765,17703,2
223196765,33167,7
223170643,1505112,3
223170643,10579,1
187350322,88950,2
187350322,7029,1
187350322,106382,2
187350322,40788,1
187350322,17703,1
187350322,19724,1
224556432,114656,1
86177022,10358,2
86177022,1475,1
101753932,10043,3
9457265,827,5
146843752,58162,9
146843752,121802,1
146843752,18060,1
146843752,17703,5
146843752,81917,2
146843752,179941,2
146843752,112355,1
146843752,77842,1
120885702,189,1
120885702,17703,4
120885702,15227,1
223336074,17703,2
226138191,17703,2
226138191,1393422,11
226138191,1486092,1
40683332,10358,1
xxgrjlyvlbxb,17703,2
112439442,121802,2
119484712,10579,1
119484712,17703,1
119484712,88327,1
119484712,188,1
105667342,88950,1
105667342,53518,5
105667342,18718,3
105667342,7029,2
105667342,1973,4
96133402,17703,1
96133402,140943,8
96133402,480642,1
118629202,17703,1
118629202,700652,1
221439892,1470102,1
9457198,189,1
9457198,17703,1
219493500,39012,1
dnkmgfyrcbnc,10553,2
225390561,85,1
225390561,480642,2
225390561,17703,1
225390561,89062,5
168280902,22467,3
168280902,85,1
168280902,3737,2
168280902,1470102,2
168280902,17703,2
168280902,18368,1
63223772,253331,1
63223772,1097452,1
63223772,144841,1
57565332,58162,3
57565332,18060,1
57565332,1097452,1
57565332,27591,1
57565332,17703,1
57565332,480642,3
214334812,39012,2
gqqchlytjbmb,10579,2
225898918,10575,1
225898918,58162,5
225898918,85,1
225898918,56729,1
225898918,82132,1
225898918,1470102,1
225898918,190,1
225898918,33167,1
225898918,698892,1
225898918,360491,1
225898918,480642,3
225417624,160268,1
225417624,71289,1
225417624,17703,1
225417624,56729,1
225417624,188,2
219811141,17703,2
219811141,189,3
219811141,339691,1
219811141,15227,1
219811141,1097452,1
210270522,18424,1
210270522,71289,1
210270522,85,2
210270522,89062,2
210270522,10581,1
210270522,480642,2
210270522,833952,1
225897977,16390,2
225897977,34051,5
188018452,1475,1
188018452,1504752,2
188018452,188,2
188018452,142180,4
188018452,1454542,1
188018452,97776,1
223196815,142180,9
223196815,17703,1
223196815,15227,1
221842850,189,1
221842850,15227,1
221842850,17703,2
221842850,1737,1
221842850,18296,1
221842850,23122,2
221842850,88327,2
220900108,189,1
220900108,58162,1
220900108,10575,1
220900108,56729,1
220900108,17703,1
220900108,190,11
220900108,480642,2
220900108,77842,18
112837102,921432,1
183011432,10043,8
dfsnlhyscbtb,17703,1
dfsnlhyscbtb,1097452,1
dfsnlhyscbtb,10553,4
9108463,455,6
9108463,17703,3
48795462,1512,1
48795462,189,6
kvjhglytjbdb,20126,1
194846582,2544,1
194846582,17703,4
194846582,71289,1
57788862,1512,1
57788862,480642,2
57788862,17703,1
57788862,81917,4
57788862,22601,4
169326062,6490,1
169326062,10575,1
169326062,17936,1
169326062,85,6
169326062,56729,2
169326062,15227,1
169326062,18060,3
169326062,1475,1
169326062,27591,1
169326062,17703,3
169326062,811352,1
169326062,190,5
169326062,360491,4
169326062,480642,7
160532762,10358,5
mrmpdlytjbpb,39012,1
220404380,179941,4
220404380,189,2
21446061,15227,1
26254991,179941,12
26254991,480642,1
26254991,1737,1
210723892,111155,1
210723892,53518,1
210723892,15038,3
210723892,18296,1
80788142,6490,2
80788142,1097452,1
80788142,89062,1
80788142,1506522,1
80788142,17703,1
80788142,480642,4
qskbckysmbvb,10358,4
qskbckysmbvb,36229,1
qskbckysmbvb,17703,1
qkdbhlytkbcc,1475,1
mrmpdlytmbfb,39012,1
226721630,179941,1
226721630,1097452,1
dcsdmlyvpbfc,17703,3
dcsdmlyvpbfc,188,3
71621642,827,1
71621642,17703,1
187057982,1064,2
187057982,22467,2
187057982,82132,2
194309372,10358,6
194309372,1475,1
194309372,17703,2
206588982,17703,1
206588982,10553,1
13898773,37550,2
13898773,17703,1
166863592,40788,1
166863592,22791,5
166863592,480642,1
166863592,80749,2
222429017,17703,3
222429017,168154,1
151847612,1954,1
mrmpdlyvgbsb,39012,1
219566017,1064,1
219566017,7029,2
219566017,17703,1
222574004,24120,2
222574004,17703,1
222574004,142180,2
tmtcglytfbtb,6490,1
tmtcglytfbtb,139517,1
213354032,1505112,1
225447718,148303,1
225447718,637872,1
225447718,17703,1
225447718,56729,1
225447718,93380,1
69649612,10358,2
69649612,1475,1
tskbflytnbkb,187,1
15593388,7029,2
15593388,637872,1
110182782,17703,1
110182782,480642,4
110182782,88327,1
175195032,1506522,1
14685943,10043,6
tmtcglyvdblc,6490,1
tmtcglyvdblc,139517,1
123032212,80749,2
123032212,1064,5
123032212,18060,4
123032212,15227,1
123032212,89062,1
123032212,1475,1
123032212,10581,1
123032212,480642,4
224736977,89,2
224736977,84070,3
224736977,56729,9
225077715,1434182,5
225077715,17703,1
226209372,1238,1
226209372,57424,1
226209372,17703,1
226209372,10581,1
104236002,58162,1
104236002,18060,1
104236002,1097452,1
104236002,17703,2
104236002,190,3
104236002,77842,10
183011372,10043,8
221521966,20126,1
221521966,6490,2
221521966,1500742,12
221521966,17703,1
221521966,190,3
221521966,33876,1
221521966,985422,4
wskbflyvcbjb,187,1
wskbflyvcbjb,17703,2
200887162,1064,2
200887162,1431672,1
193733092,43599,1
193733092,10579,1
193733092,985422,1
87517442,89386,2
87517442,80749,1
224491327,57424,1
224491327,3737,1
224491327,17703,1
224491327,22467,1
224491327,1506438,1
64050562,1137362,2
64050562,160268,1
64050562,455,1
64050562,88327,1
64050562,188,1
83266852,7029,1
83266852,17703,1
219938882,1015222,2
219911000,89062,1
226709368,17703,2
226709368,1097452,1
226709368,134115,3
226709368,502772,1
dcsdmlyvjblb,17703,3
dcsdmlyvjblb,188,3
222961135,71289,6
222961135,27497,1
222961135,18060,1
222961135,16,1
222961135,89062,1
222961135,1737,1
222961135,18296,1
222961135,190,1
222961135,360491,10
222961135,480642,6
154255412,480642,1
81896452,6490,1
81896452,17703,2
81896452,939612,3
117031222,179941,2
117031222,10579,1
qrztxkyspblb,139517,2
224950672,6490,1
224950672,85,2
224950672,1470102,3
224950672,17703,1
224950672,111155,1
224950672,480642,2
227108236,2544,3
227108236,17703,2
227108236,189,14
227108236,56729,2
227108236,15227,1
226943274,6490,1
226943274,17921,3
226943274,106382,1
226943274,114656,2
226943274,1040,1
226943274,17703,5
226943274,95360,1
226943274,19724,1
226943274,455,1
226943274,17112,1
213611702,502772,1
222350768,17703,1
222350768,15227,1
225606069,89062,3
225606069,17703,1
225606069,1097452,1
221489718,189,1
221489718,71289,1
221489718,1505112,1
221489718,15227,1
221489718,89062,2
221489718,1475,1
221489718,17703,1
221489718,190,2
221489718,360491,2
221489718,77842,6
226338580,17703,1
226338580,809462,1
